0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,0,World,,72,Iron and steel,0,,,,1378640648,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,784,United Arab Emirates,,72,Iron and steel,0,,,,448404,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,268,Georgia,,72,Iron and steel,0,,,,987604,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,372,Ireland,,72,Iron and steel,0,,,,87778,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,381,Italy,,72,Iron and steel,0,,,,15703138,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,862,Venezuela,,72,Iron and steel,0,,,,2326340,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,818,Egypt,,72,Iron and steel,0,,,,82256,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,203,Czech Rep.,,72,Iron and steel,0,,,,779760,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,662,Saint Lucia,,72,Iron and steel,0,,,,8676,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,764,Thailand,,72,Iron and steel,0,,,,2926220,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,540,New Caledonia,,72,Iron and steel,0,,,,2663121,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,620,Portugal,,72,Iron and steel,0,,,,543348,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,458,Malaysia,,72,Iron and steel,0,,,,412500,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,724,Spain,,72,Iron and steel,0,,,,7158247,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,604,Peru,,72,Iron and steel,0,,,,366565,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,44,Bahamas,,72,Iron and steel,0,,,,112556,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,214,Dominican Rep.,,72,Iron and steel,0,,,,767160,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,251,France,,72,Iron and steel,0,,,,20324616,0
HS,2010,201001,January 2010,2,0,1,Imports,842,United States of America,,780,Trinidad and Tobago,,72,Iron and steel,0,,,,22068349,0
