0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,534,Sint Maarten (Dutch part),,72,Iron and steel,0,,,,5198,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,8,Albania,,72,Iron and steel,0,,,,392213,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,32,Argentina,,72,Iron and steel,0,,,,393510,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,36,Australia,,72,Iron and steel,0,,,,120683,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,40,Austria,,72,Iron and steel,0,,,,15963052,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,44,Bahamas,,72,Iron and steel,0,,,,72471,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,51,Armenia,,72,Iron and steel,0,,,,65279,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,56,Belgium,,72,Iron and steel,0,,,,22214764,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,76,Brazil,,72,Iron and steel,0,,,,237895813,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,112,Belarus,,72,Iron and steel,0,,,,566146,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,124,Canada,,72,Iron and steel,0,,,,471044362,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,136,Cayman Isds,,72,Iron and steel,0,,,,29355,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,152,Chile,,72,Iron and steel,0,,,,10112924,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,156,China,,72,Iron and steel,0,,,,108480532,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,170,Colombia,,72,Iron and steel,0,,,,331628,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,188,Costa Rica,,72,Iron and steel,0,,,,224506,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,203,Czech Rep.,,72,Iron and steel,0,,,,4648539,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,208,Denmark,,72,Iron and steel,0,,,,13637,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,214,Dominican Rep.,,72,Iron and steel,0,,,,7153564,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,218,Ecuador,,72,Iron and steel,0,,,,30593,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,246,Finland,,72,Iron and steel,0,,,,10263470,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,251,France,,72,Iron and steel,0,,,,31251629,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,268,Georgia,,72,Iron and steel,0,,,,12937310,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,276,Germany,,72,Iron and steel,0,,,,81713760,0
