"classification","year","period","period_desc","aggregate_level","is_leaf_code","trade_flow_code","trade_flow","reporter_code","reporter","reporter_iso","partner_code","partner","partner_iso","commodity_code","commodity","qty_unit_code","qty_unit","qty","netweight_kg","trade_value_usd","flag"
HS,2017,201712,December 2017,2,0,1,Imports,842,United States of America,,0,World,,"74",Copper and articles thereof,0,,,0,810872830,0
HS,2017,201712,December 2017,2,0,1,Imports,842,United States of America,,0,World,,"76",Aluminium and articles thereof,0,,,0,2046104774,0
HS,2017,201712,December 2017,2,0,1,Imports,842,United States of America,,0,World,,"80",Tin; articles thereof,0,,,0,57082406,0
HS,2017,201712,December 2017,2,0,1,Imports,842,United States of America,,0,World,,"81","Metals; n.e.s., cermets and articles thereof",0,,,0,216564452,0
HS,2017,201712,December 2017,2,0,1,Imports,842,United States of America,,0,World,,"83",Metal; miscellaneous products of base metal,0,,,0,988992352,0
HS,2017,201712,December 2017,2,0,1,Imports,842,United States of America,,0,World,,"87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0,,,0,25794153042,0
HS,2017,201712,December 2017,2,0,1,Imports,842,United States of America,,0,World,,"88","Aircraft, spacecraft and parts thereof",0,,,0,3246558751,0
HS,2017,201712,December 2017,2,0,1,Imports,842,United States of America,,0,World,,"93",Arms and ammunition; parts and accessories thereof,0,,,0,247564622,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"02",Meat and edible meat offal,0,,,0,732013637,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0,,,0,231995379,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"16","Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",0,,,0,423520811,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"19","Preparations of cereals, flour, starch or milk; pastrycooks' products",0,,,0,575875750,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"20","Preparations of vegetables, fruit, nuts or other parts of plants",0,,,0,738035545,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"31",Fertilizers,0,,,0,471722211,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"75",Nickel and articles thereof,0,,,0,194119761,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"78",Lead and articles thereof,0,,,0,176996097,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"99",Commodities not specified according to kind,0,,,0,7797798682,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"64",Footwear; gaiters and the like; parts of such articles,0,,,,2208574440,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"65",Headgear and parts thereof,0,,,,198744835,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"66","Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",0,,,,67103078,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",0,,,,784148825,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"69",Ceramic products,0,,,,560998736,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"70",Glass and glassware,0,,,,694485286,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0,,,,6252073494,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"81","Metals; n.e.s., cermets and articles thereof",0,,,,224496313,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",0,,,,863281016,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",0,,,,30394287982,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0,,,,29275880820,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"01",Animals; live,0,,,,237142811,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"03","Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,1668939857,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"05",Animal originated products; not elsewhere specified or included,0,,,,92560900,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"06","Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",0,,,,275388080,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"10",Cereals,0,,,,181472958,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"28","Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",0,,,,1023760645,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"29",Organic chemicals,0,,,,4634365344,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"36",Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,0,,,,130264752,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"37",Photographic or cinematographic goods,0,,,,162141114,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"38",Chemical products n.e.s.,0,,,,1151305183,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"41",Raw hides and skins (other than furskins) and leather,0,,,,68902951,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",0,,,,1256631498,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"43",Furskins and artificial fur; manufactures thereof,0,,,,27281057,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"54",Man-made filaments,0,,,,196061622,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",0,,,,240675339,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"62",Apparel and clothing accessories; not knitted or crocheted,0,,,,2958414712,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"86","Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",0,,,,126922641,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"89","Ships, boats and floating structures",0,,,,176291634,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0,,,,7334680997,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"91",Clocks and watches and parts thereof,0,,,,410916994,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"92",Musical instruments; parts and accessories of such articles,0,,,,114271220,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"93",Arms and ammunition; parts and accessories thereof,0,,,,260683637,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"95","Toys, games and sports requisites; parts and accessories thereof",0,,,,2139398355,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"96",Miscellaneous manufactured articles,0,,,,596994046,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"97",Works of art; collectors' pieces and antiques,0,,,,517750528,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.s.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",0,,,0,5975851263,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"47",Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,0,,,0,261890532,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,0,221914773,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"07",Vegetables and certain roots and tubers; edible,0,,,0,850975978,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"08","Fruit and nuts, edible; peel of citrus fruit or melons",0,,,0,1631567475,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"09","Coffee, tea, mate and spices",0,,,0,807821717,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"11","Products of the milling industry; malt, starches, inulin, wheat gluten",0,,,0,151703572,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"13","Lac; gums, resins and other vegetable saps and extracts",0,,,0,144078003,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"14",Vegetable plaiting materials; vegetable products not elsewhere specified or included,0,,,0,9188990,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"15",Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,0,,,0,698860860,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"17",Sugars and sugar confectionery,0,,,0,411801091,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"18",Cocoa and cocoa preparations,0,,,0,441533916,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"21",Miscellaneous edible preparations,0,,,0,404030073,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"22","Beverages, spirits and vinegar",0,,,0,2102161765,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"23","Food industries, residues and wastes thereof; prepared animal fodder",0,,,0,250638753,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"24",Tobacco and manufactured tobacco substitutes,0,,,0,149599048,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"25","Salt; sulphur; earths, stone; plastering materials, lime and cement",0,,,0,341081599,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"26","Ores, slag and ash",0,,,0,241564787,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0,,,0,18095971808,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"30",Pharmaceutical products,0,,,0,8109604726,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",0,,,0,355413821,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations",0,,,0,1177828955,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"34","Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",0,,,0,276848525,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"35",Albuminoidal substances; modified starches; glues; enzymes,0,,,0,224915466,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"39",Plastics and articles thereof,0,,,0,4811766923,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"40",Rubber and articles thereof,0,,,0,2470017233,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"44",Wood and articles of wood; wood charcoal,0,,,0,1781866898,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"45",Cork and articles of cork,0,,,0,29554763,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"46","Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",0,,,0,48811125,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"48","Paper and paperboard; articles of paper pulp, of paper or paperboard",0,,,0,1415926725,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",0,,,0,374097881,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"50",Silk,0,,,0,6962655,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"51","Wool, fine or coarse animal hair; horsehair yarn and woven fabric",0,,,0,24518255,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"52",Cotton,0,,,0,81820050,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"53",Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,0,,,0,20254170,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"55",Man-made staple fibres,0,,,0,148096261,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",0,,,0,193610179,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"57",Carpets and other textile floor coverings,0,,,0,257476132,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",0,,,0,61539075,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"60",Fabrics; knitted or crocheted,0,,,0,94691647,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"61",Apparel and clothing accessories; knitted or crocheted,0,,,0,3401585843,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",0,,,0,1389485936,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"67","Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",0,,,0,189223063,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"72",Iron and steel,0,,,0,2608209231,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"73",Iron or steel articles,0,,,0,3480791761,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"74",Copper and articles thereof,0,,,0,813363534,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"76",Aluminium and articles thereof,0,,,0,2092375468,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"79",Zinc and articles thereof,0,,,0,181926985,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"80",Tin; articles thereof,0,,,0,67498363,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"83",Metal; miscellaneous products of base metal,0,,,0,1095548473,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0,,,0,24202645996,0
HS,2017,201705,May 2017,2,0,1,Imports,842,United States of America,,0,World,,"88","Aircraft, spacecraft and parts thereof",0,,,0,2751544735,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"01",Animals; live,0,,,,252295670,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"02",Meat and edible meat offal,0,,,,791434366,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"03","Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,1193296913,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,252287626,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"05",Animal originated products; not elsewhere specified or included,0,,,,97005352,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"06","Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",0,,,,203294511,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"07",Vegetables and certain roots and tubers; edible,0,,,,703454057,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"08","Fruit and nuts, edible; peel of citrus fruit or melons",0,,,,1388739109,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"09","Coffee, tea, mate and spices",0,,,,771393267,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"10",Cereals,0,,,,221974622,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"11","Products of the milling industry; malt, starches, inulin, wheat gluten",0,,,,149891759,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0,,,,228815100,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"13","Lac; gums, resins and other vegetable saps and extracts",0,,,,147534933,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"14",Vegetable plaiting materials; vegetable products not elsewhere specified or included,0,,,,8110975,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"15",Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,0,,,,479491134,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"16","Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",0,,,,370009071,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"17",Sugars and sugar confectionery,0,,,,333948266,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"18",Cocoa and cocoa preparations,0,,,,402886683,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"19","Preparations of cereals, flour, starch or milk; pastrycooks' products",0,,,,476040233,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"20","Preparations of vegetables, fruit, nuts or other parts of plants",0,,,,673966791,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"21",Miscellaneous edible preparations,0,,,,377377221,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"22","Beverages, spirits and vinegar",0,,,,1985503124,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"23","Food industries, residues and wastes thereof; prepared animal fodder",0,,,,235254888,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"24",Tobacco and manufactured tobacco substitutes,0,,,,145022815,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"25","Salt; sulphur; earths, stone; plastering materials, lime and cement",0,,,,335244840,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"26","Ores, slag and ash",0,,,,214992238,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0,,,,17363228973,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"28","Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",0,,,,1185895022,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"29",Organic chemicals,0,,,,4384691451,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"30",Pharmaceutical products,0,,,,6592197740,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"31",Fertilizers,0,,,,616493025,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",0,,,,347070904,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations",0,,,,979699536,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"34","Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",0,,,,266095848,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"35",Albuminoidal substances; modified starches; glues; enzymes,0,,,,254237950,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"36",Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,0,,,,120341946,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"37",Photographic or cinematographic goods,0,,,,141402767,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"38",Chemical products n.e.s.,0,,,,1121020549,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"39",Plastics and articles thereof,0,,,,4435823691,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"40",Rubber and articles thereof,0,,,,2534436896,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"41",Raw hides and skins (other than furskins) and leather,0,,,,73474031,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",0,,,,1236360403,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"43",Furskins and artificial fur; manufactures thereof,0,,,,62080839,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"44",Wood and articles of wood; wood charcoal,0,,,,1550982308,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"45",Cork and articles of cork,0,,,,29412366,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"46","Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",0,,,,46357945,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"47",Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,0,,,,270460920,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"48","Paper and paperboard; articles of paper pulp, of paper or paperboard",0,,,,1450952191,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",0,,,,358197173,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"50",Silk,0,,,,10800499,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"51","Wool, fine or coarse animal hair; horsehair yarn and woven fabric",0,,,,32707829,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"52",Cotton,0,,,,105425305,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"53",Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,0,,,,22827762,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"54",Man-made filaments,0,,,,215958916,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"55",Man-made staple fibres,0,,,,193787602,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",0,,,,193899072,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"57",Carpets and other textile floor coverings,0,,,,233865369,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",0,,,,67314030,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",0,,,,221706871,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"60",Fabrics; knitted or crocheted,0,,,,105168046,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"61",Apparel and clothing accessories; knitted or crocheted,0,,,,3396473306,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"62",Apparel and clothing accessories; not knitted or crocheted,0,,,,2972120527,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",0,,,,1316122226,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"64",Footwear; gaiters and the like; parts of such articles,0,,,,2179784407,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"65",Headgear and parts thereof,0,,,,188168797,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"66","Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",0,,,,56256365,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"67","Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",0,,,,181223716,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",0,,,,708112111,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"69",Ceramic products,0,,,,499395408,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"70",Glass and glassware,0,,,,666281044,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0,,,,5990613969,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"72",Iron and steel,0,,,,2407467620,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"73",Iron or steel articles,0,,,,3464684809,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"74",Copper and articles thereof,0,,,,738412330,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"75",Nickel and articles thereof,0,,,,238058562,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"76",Aluminium and articles thereof,0,,,,1633090211,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"78",Lead and articles thereof,0,,,,79573101,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"79",Zinc and articles thereof,0,,,,204834353,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"80",Tin; articles thereof,0,,,,52873966,0
HS,2015,201505,May 2015,2,0,1,Imports,842,United States of America,,0,World,,"81","Metals; n.e.s., cermets and articles thereof",0,,,,215562178,0
