"classification","year","period","period_desc","aggregate_level","is_leaf_code","trade_flow_code","trade_flow","reporter_code","reporter","reporter_iso","partner_code","partner","partner_iso","commodity_code","commodity","qty_unit_code","qty_unit","qty","netweight_kg","trade_value_usd","flag"
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"02",Meat and edible meat offal,0,,,0,780715288,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"09","Coffee, tea, mate and spices",0,,,0,773528390,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"11","Products of the milling industry; malt, starches, inulin, wheat gluten",0,,,0,183477084,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0,,,0,248541737,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"13","Lac; gums, resins and other vegetable saps and extracts",0,,,0,165734231,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"16","Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",0,,,0,459523949,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"21",Miscellaneous edible preparations,0,,,0,764228593,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"23","Food industries, residues and wastes thereof; prepared animal fodder",0,,,0,304411394,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"30",Pharmaceutical products,0,,,0,9839961680,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"31",Fertilizers,0,,,0,503281876,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"75",Nickel and articles thereof,0,,,0,258826580,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"78",Lead and articles thereof,0,,,0,96112940,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"79",Zinc and articles thereof,0,,,0,244805464,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"99",Commodities not specified according to kind,0,,,0,8305006609,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"95","Toys, games and sports requisites; parts and accessories thereof",0,,,0,2052684664,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,0,251133868,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"05",Animal originated products; not elsewhere specified or included,0,,,0,116636435,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"07",Vegetables and certain roots and tubers; edible,0,,,0,898239800,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"08","Fruit and nuts, edible; peel of citrus fruit or melons",0,,,0,1681480728,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"10",Cereals,0,,,0,232762117,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"14",Vegetable plaiting materials; vegetable products not elsewhere specified or included,0,,,0,9652198,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"15",Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,0,,,0,612549761,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"17",Sugars and sugar confectionery,0,,,0,417482344,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"18",Cocoa and cocoa preparations,0,,,0,388270194,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"19","Preparations of cereals, flour, starch or milk; pastrycooks' products",0,,,0,651125064,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"20","Preparations of vegetables, fruit, nuts or other parts of plants",0,,,0,822157745,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"22","Beverages, spirits and vinegar",0,,,0,2340632930,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"24",Tobacco and manufactured tobacco substitutes,0,,,0,164876812,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"25","Salt; sulphur; earths, stone; plastering materials, lime and cement",0,,,0,410888290,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"26","Ores, slag and ash",0,,,0,257946218,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0,,,0,21332195587,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"29",Organic chemicals,0,,,0,4456936232,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",0,,,0,402673780,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations",0,,,0,1255479742,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"34","Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",0,,,0,315040738,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"35",Albuminoidal substances; modified starches; glues; enzymes,0,,,0,242315010,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"39",Plastics and articles thereof,0,,,0,5470076596,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"40",Rubber and articles thereof,0,,,0,2546696132,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"41",Raw hides and skins (other than furskins) and leather,0,,,0,71981482,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"44",Wood and articles of wood; wood charcoal,0,,,0,2139928232,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"45",Cork and articles of cork,0,,,0,26850283,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"46","Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",0,,,0,54580123,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"48","Paper and paperboard; articles of paper pulp, of paper or paperboard",0,,,0,1546926256,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",0,,,0,384595938,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"50",Silk,0,,,0,8063512,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"51","Wool, fine or coarse animal hair; horsehair yarn and woven fabric",0,,,0,24598074,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"54",Man-made filaments,0,,,0,204855816,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"55",Man-made staple fibres,0,,,0,161824991,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",0,,,0,216792787,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"60",Fabrics; knitted or crocheted,0,,,0,98378762,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"61",Apparel and clothing accessories; knitted or crocheted,0,,,0,3516720181,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",0,,,0,1377886486,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"64",Footwear; gaiters and the like; parts of such articles,0,,,0,2261331534,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"67","Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",0,,,0,203715655,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"69",Ceramic products,0,,,0,596278742,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"72",Iron and steel,0,,,0,2931097836,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"73",Iron or steel articles,0,,,0,3780762804,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"74",Copper and articles thereof,0,,,0,1005674191,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"76",Aluminium and articles thereof,0,,,0,2140893826,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"80",Tin; articles thereof,0,,,0,79988825,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"81","Metals; n.e.s., cermets and articles thereof",0,,,0,257963713,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"83",Metal; miscellaneous products of base metal,0,,,0,1132735261,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0,,,0,24939974738,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"88","Aircraft, spacecraft and parts thereof",0,,,0,2822800681,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"01",Animals; live,0,,,,226829156,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"03","Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,1682542516,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"06","Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",0,,,,301162285,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"28","Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",0,,,,1141732682,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"36",Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,0,,,,130921891,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"37",Photographic or cinematographic goods,0,,,,145002140,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"38",Chemical products n.e.s.,0,,,,1360483822,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",0,,,,1235257536,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"43",Furskins and artificial fur; manufactures thereof,0,,,,18484115,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"47",Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,0,,,,357723811,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"52",Cotton,0,,,,89259222,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"53",Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,0,,,,21459082,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"57",Carpets and other textile floor coverings,0,,,,272932719,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",0,,,,67688138,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",0,,,,255056451,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"62",Apparel and clothing accessories; not knitted or crocheted,0,,,,3042859004,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"65",Headgear and parts thereof,0,,,,213452837,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"66","Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",0,,,,59693206,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",0,,,,792778660,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"70",Glass and glassware,0,,,,753257033,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0,,,,6357531012,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",0,,,,910804425,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"91",Clocks and watches and parts thereof,0,,,,402915594,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"92",Musical instruments; parts and accessories of such articles,0,,,,113838088,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"93",Arms and ammunition; parts and accessories thereof,0,,,,285823189,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.s.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",0,,,,6112633928,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"96",Miscellaneous manufactured articles,0,,,,616176532,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"97",Works of art; collectors' pieces and antiques,0,,,,640763744,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",0,,,,34010008889,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0,,,,30289191670,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"86","Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",0,,,,207814971,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"89","Ships, boats and floating structures",0,,,,248662261,0
HS,2018,201805,May 2018,2,0,1,Imports,842,United States of America,,0,World,,"90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0,,,,7907872080,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"86","Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",0,,,,205434753,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"89","Ships, boats and floating structures",0,,,,145042671,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0,,,,7932466496,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"91",Clocks and watches and parts thereof,0,,,,413440623,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"92",Musical instruments; parts and accessories of such articles,0,,,,116707955,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"93",Arms and ammunition; parts and accessories thereof,0,,,,294213901,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.s.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",0,,,,6109982968,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"69",Ceramic products,0,,,,619082223,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"70",Glass and glassware,0,,,,753914957,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"28","Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",0,,,,1112255488,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0,,,,29530519033,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0,,,,4518585154,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",0,,,,927729285,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",0,,,,33028058352,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"95","Toys, games and sports requisites; parts and accessories thereof",0,,,,2402039843,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"96",Miscellaneous manufactured articles,0,,,,617132176,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"97",Works of art; collectors' pieces and antiques,0,,,,546924657,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"01",Animals; live,0,,,,207187495,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"03","Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,1660538030,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"05",Animal originated products; not elsewhere specified or included,0,,,,101337516,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"06","Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",0,,,,152070214,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"36",Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,0,,,,125979644,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"37",Photographic or cinematographic goods,0,,,,145605718,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"41",Raw hides and skins (other than furskins) and leather,0,,,,63523016,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",0,,,,1265296656,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"43",Furskins and artificial fur; manufactures thereof,0,,,,20478169,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"47",Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,0,,,,329484359,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"53",Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,0,,,,20404532,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"57",Carpets and other textile floor coverings,0,,,,262205902,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",0,,,,68001370,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"62",Apparel and clothing accessories; not knitted or crocheted,0,,,,3142753454,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"65",Headgear and parts thereof,0,,,,211083017,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"66","Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",0,,,,51725885,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",0,,,,803709960,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"78",Lead and articles thereof,0,,,0,137010083,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"99",Commodities not specified according to kind,0,,,0,7996762091,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"02",Meat and edible meat offal,0,,,0,780803931,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"09","Coffee, tea, mate and spices",0,,,0,664855201,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"10",Cereals,0,,,0,212008549,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"16","Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",0,,,0,490002765,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"20","Preparations of vegetables, fruit, nuts or other parts of plants",0,,,0,741942355,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"23","Food industries, residues and wastes thereof; prepared animal fodder",0,,,0,289511392,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"26","Ores, slag and ash",0,,,0,211711753,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"30",Pharmaceutical products,0,,,0,9726795787,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"31",Fertilizers,0,,,0,467325670,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"73",Iron or steel articles,0,,,0,3536354292,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,0,215312180,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0,,,0,25067181650,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"88","Aircraft, spacecraft and parts thereof",0,,,0,3110715855,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"72",Iron and steel,0,,,0,2529849787,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"74",Copper and articles thereof,0,,,0,989601102,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"75",Nickel and articles thereof,0,,,0,244627254,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"76",Aluminium and articles thereof,0,,,0,1927383889,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"79",Zinc and articles thereof,0,,,0,229036039,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"80",Tin; articles thereof,0,,,0,85992997,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"81","Metals; n.e.s., cermets and articles thereof",0,,,0,258262186,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"83",Metal; miscellaneous products of base metal,0,,,0,1112461273,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"07",Vegetables and certain roots and tubers; edible,0,,,0,755619953,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"08","Fruit and nuts, edible; peel of citrus fruit or melons",0,,,0,1499109345,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"11","Products of the milling industry; malt, starches, inulin, wheat gluten",0,,,0,181293490,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0,,,0,228668774,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"13","Lac; gums, resins and other vegetable saps and extracts",0,,,0,146648762,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"14",Vegetable plaiting materials; vegetable products not elsewhere specified or included,0,,,0,8827947,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"15",Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,0,,,0,527583991,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"17",Sugars and sugar confectionery,0,,,0,335062234,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"18",Cocoa and cocoa preparations,0,,,0,335415783,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"19","Preparations of cereals, flour, starch or milk; pastrycooks' products",0,,,0,642224257,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"21",Miscellaneous edible preparations,0,,,0,651812274,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"22","Beverages, spirits and vinegar",0,,,0,2225316649,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"24",Tobacco and manufactured tobacco substitutes,0,,,0,159137498,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"25","Salt; sulphur; earths, stone; plastering materials, lime and cement",0,,,0,422922294,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0,,,0,21879610102,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"29",Organic chemicals,0,,,0,4700326922,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",0,,,0,377980968,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations",0,,,0,1247050159,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"34","Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",0,,,0,308824420,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"35",Albuminoidal substances; modified starches; glues; enzymes,0,,,0,237461597,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"38",Chemical products n.e.s.,0,,,0,1229349392,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"39",Plastics and articles thereof,0,,,0,5320625403,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"40",Rubber and articles thereof,0,,,0,2457080832,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"44",Wood and articles of wood; wood charcoal,0,,,0,2139189510,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"45",Cork and articles of cork,0,,,0,34743011,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"46","Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",0,,,0,53731409,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"48","Paper and paperboard; articles of paper pulp, of paper or paperboard",0,,,0,1566828344,0
