0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,0,World,,73,Iron or steel articles,0,,,,3414103645,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,100,Bulgaria,,73,Iron or steel articles,0,,,,589595,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,112,Belarus,,73,Iron or steel articles,0,,,,1435978,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,116,Cambodia,,73,Iron or steel articles,0,,,,71282,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,120,Cameroon,,73,Iron or steel articles,0,,,,33709,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,124,Canada,,73,Iron or steel articles,0,,,,359359665,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,144,Sri Lanka,,73,Iron or steel articles,0,,,,175875,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,152,Chile,,73,Iron or steel articles,0,,,,393016,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,156,China,,73,Iron or steel articles,0,,,,838960154,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,170,Colombia,,73,Iron or steel articles,0,,,,12056598,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,184,Cook Isds,,73,Iron or steel articles,0,,,,2148,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,188,Costa Rica,,73,Iron or steel articles,0,,,,646038,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,191,Croatia,,73,Iron or steel articles,0,,,,248535,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,196,Cyprus,,73,Iron or steel articles,0,,,,7455,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,203,Czech Rep.,,73,Iron or steel articles,0,,,,30503339,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,208,Denmark,,73,Iron or steel articles,0,,,,8058667,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,214,Dominican Rep.,,73,Iron or steel articles,0,,,,1050657,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,218,Ecuador,,73,Iron or steel articles,0,,,,18169,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,222,El Salvador,,73,Iron or steel articles,0,,,,39781,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,233,Estonia,,73,Iron or steel articles,0,,,,616131,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,246,Finland,,73,Iron or steel articles,0,,,,3361972,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,251,France,,73,Iron or steel articles,0,,,,55080326,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,266,Gabon,,73,Iron or steel articles,0,,,,3809,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,268,Georgia,,73,Iron or steel articles,0,,,,3492,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,276,Germany,,73,Iron or steel articles,0,,,,211277463,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,288,Ghana,,73,Iron or steel articles,0,,,,4032,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,300,Greece,,73,Iron or steel articles,0,,,,18862897,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,320,Guatemala,,73,Iron or steel articles,0,,,,578981,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,328,Guyana,,73,Iron or steel articles,0,,,,42250,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,332,Haiti,,73,Iron or steel articles,0,,,,17328,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,340,Honduras,,73,Iron or steel articles,0,,,,301729,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,344,"China, Hong Kong SAR",,73,Iron or steel articles,0,,,,4430710,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,348,Hungary,,73,Iron or steel articles,0,,,,2015741,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,352,Iceland,,73,Iron or steel articles,0,,,,3771,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,32,Argentina,,73,Iron or steel articles,0,,,,48919567,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,36,Australia,,73,Iron or steel articles,0,,,,4113321,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,40,Austria,,73,Iron or steel articles,0,,,,56307333,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,44,Bahamas,,73,Iron or steel articles,0,,,,3790,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,56,Belgium,,73,Iron or steel articles,0,,,,3846599,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,76,Brazil,,73,Iron or steel articles,0,,,,21189323,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,84,Belize,,73,Iron or steel articles,0,,,,5028,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,360,Indonesia,,73,Iron or steel articles,0,,,,15477569,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,372,Ireland,,73,Iron or steel articles,0,,,,1221960,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,376,Israel,,73,Iron or steel articles,0,,,,4151985,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,381,Italy,,73,Iron or steel articles,0,,,,110426448,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,392,Japan,,73,Iron or steel articles,0,,,,242159057,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,400,Jordan,,73,Iron or steel articles,0,,,,3308,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,410,Rep. of Korea,,73,Iron or steel articles,0,,,,264959257,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,418,Lao People's Dem. Rep.,,73,Iron or steel articles,0,,,,213337,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,422,Lebanon,,73,Iron or steel articles,0,,,,22725,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,428,Latvia,,73,Iron or steel articles,0,,,,178275,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,440,Lithuania,,73,Iron or steel articles,0,,,,25890,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,442,Luxembourg,,73,Iron or steel articles,0,,,,14129385,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,446,"China, Macao SAR",,73,Iron or steel articles,0,,,,41499,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,458,Malaysia,,73,Iron or steel articles,0,,,,23775991,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,466,Mali,,73,Iron or steel articles,0,,,,72701,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,484,Mexico,,73,Iron or steel articles,0,,,,341553833,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,490,"Other Asia, nes",,73,Iron or steel articles,0,,,,213953106,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,499,Montenegro,,73,Iron or steel articles,0,,,,2840,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,504,Morocco,,73,Iron or steel articles,0,,,,19104,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,512,Oman,,73,Iron or steel articles,0,,,,4263841,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,520,Nauru,,73,Iron or steel articles,0,,,,37500,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,524,Nepal,,73,Iron or steel articles,0,,,,2996,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,528,Netherlands,,73,Iron or steel articles,0,,,,8549842,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,540,New Caledonia,,73,Iron or steel articles,0,,,,23246,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,554,New Zealand,,73,Iron or steel articles,0,,,,906152,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,579,Norway,,73,Iron or steel articles,0,,,,5683050,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,586,Pakistan,,73,Iron or steel articles,0,,,,2849626,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,591,Panama,,73,Iron or steel articles,0,,,,21329,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,598,Papua New Guinea,,73,Iron or steel articles,0,,,,5169,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,604,Peru,,73,Iron or steel articles,0,,,,204698,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,608,Philippines,,73,Iron or steel articles,0,,,,8014763,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,616,Poland,,73,Iron or steel articles,0,,,,5907044,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,620,Portugal,,73,Iron or steel articles,0,,,,2227055,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,642,Romania,,73,Iron or steel articles,0,,,,31511471,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,643,Russian Federation,,73,Iron or steel articles,0,,,,3195285,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,660,Anguilla,,73,Iron or steel articles,0,,,,35336,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,678,Sao Tome and Principe,,73,Iron or steel articles,0,,,,3757,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,682,Saudi Arabia,,73,Iron or steel articles,0,,,,14254329,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,688,Serbia,,73,Iron or steel articles,0,,,,137256,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,699,India,,73,Iron or steel articles,0,,,,119967207,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,702,Singapore,,73,Iron or steel articles,0,,,,1781436,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,703,Slovakia,,73,Iron or steel articles,0,,,,2598299,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,704,Viet Nam,,73,Iron or steel articles,0,,,,29580976,0
HS,2012,201208,August 2012,2,0,1,Imports,842,United States of America,,705,Slovenia,,73,Iron or steel articles,0,,,,460488,0
